linkId,sourceEditorId,sourceEditorType,sourceEditorName,pipeKind,meanFlowCms,meanAbsFlowCms,tailMeanFlowCms,tailMeanAbsFlowCms,maxAbsFlowCms,maxFullness,maxCapacityRatio,finalFlowCms,finalFullness,reverseCount,uiReverseCount
PIPE_SEWER_LATERAL_V_03,pipe_free_1781761803174,pipeSegment,오수 연결관 수직 03,sewer,0.004619976348845107,0.004619976348845107,0.0050128322890784175,0.0050128322890784175,0.005130993553762877,0.05119586016966367,0.004382980129101339,0.004999974050306152,0.05119586016966367,0,0
PIPE_SEWER_LATERAL_V_04,pipeSegment_copy_1781761822423_2,pipeSegment,오수 연결관 수직 04,sewer,0.004627577552258982,0.004627577552258982,0.005000000000001047,0.005000000000001047,0.005352666245132139,0.12811367464457932,0.004575238280397123,0.005000000000002092,0.12811367464457932,0,0
PIPE_SEWER_MAIN_01,pipe_free_1781748895553,pipeSegment,오수 본관 01,sewer,0.0012353620510747927,0.0012353620510747927,0.0025731390618316404,0.0025731390618316404,0.00288345606718953,0.1269654356490289,0.014850353881793892,0.00288345606718953,0.1269654356490289,0,0
PIPE_SEWER_MAIN_02,pipe_free_1781752695385,pipeSegment,오수 본관 02,sewer,0.002897983970952523,0.002897983970952523,0.00554362939298779,0.00554362939298779,0.005979424609557065,0.03174872708706175,0.0026171970246912624,0.005979424609557065,0.03174872708706175,0,0
PIPE_SEWER_MAIN_DROP_01,pipe_free_1781754376482,pipeSegment,오수 본관 하강관 01,sewer,0.0016122724180917165,0.0016122724180917165,0.00402689749149459,0.00402689749149459,0.004770114615338926,0.017857671688064784,0.0007185290184299746,0.004770114615338926,0.017857671688064784,0,0
PIPE_STORM_LATERAL_H_01,pipe_free_1781761457323,pipeSegment,우수 연결관 수평 01,storm,0.010795954096732768,0.010795954096732768,0.011111111111111354,0.011111111111111354,0.012372935149985716,0.07486958680815821,0.010541681611062222,0.011111111111104906,0.0689458128674462,0,0
PIPE_STORM_LATERAL_H_02,pipeSegment_copy_1781761504445_1,pipeSegment,우수 연결관 수평 02,storm,0.010766700810434881,0.010766700810434881,0.011111111111111037,0.011111111111111037,0.01214895375168415,0.07498886021629296,0.012217491893620936,0.01111111111111084,0.07231234059638883,0,0
PIPE_STORM_LATERAL_H_03,pipeSegment_copy_1781761845125_1,pipeSegment,우수 연결관 수평 03,storm,0.01079495276113262,0.01079495276113262,0.011111111111111314,0.011111111111111314,0.012383980853326097,0.07138426038148442,0.010551092497515036,0.011111111111111986,0.06795211992712849,0,0
PIPE_STORM_LATERAL_H_04,pipeSegment_copy_1781763961700_1,pipeSegment,우수 연결관 수평 04,storm,0.010674986557405083,0.010674986557405083,0.011111111111111129,0.011111111111111129,0.011446242826425302,0.07875005615729817,0.015157209109430145,0.011111111111113304,0.07777339215601792,0,0
PIPE_STORM_LATERAL_V_01,pipe_free_1781761477346,pipeSegment,우수 연결관 수직 01,storm,0.010512654197802925,0.010512654197802925,0.011111111111162445,0.011111111111162445,0.011491172905057277,0.11123567348258998,0.009989805150376464,0.01111111111111168,0.11123567348258998,0,0
PIPE_STORM_LATERAL_V_02,pipeSegment_copy_1781761504445_2,pipeSegment,우수 연결관 수직 02,storm,0.010453313512101879,0.010453313512101879,0.01111111111111112,0.01111111111111112,0.01175722153158312,0.08060694674033654,0.010229575771076058,0.011111111111108614,0.08060694674033654,0,0
PIPE_STORM_LATERAL_V_03,pipeSegment_copy_1781761845125_2,pipeSegment,우수 연결관 수직 03,storm,0.010594969042875484,0.010594969042875484,0.011111111111111148,0.011111111111111148,0.011872722441277548,0.21820253355869512,0.009592080459010971,0.011111111111109503,0.21820253355869512,0,0
PIPE_STORM_LATERAL_V_04,pipeSegment_copy_1781763961700_2,pipeSegment,우수 연결관 수직 04,storm,0.01039131732419357,0.01039131732419357,0.011111111111111276,0.011111111111111276,0.011596434491993988,0.2146784010357703,0.009385161230273787,0.011111111111111276,0.2146784010357703,0,0
PIPE_STORM_MAIN_01,pipe_free_1781761486031,pipeSegment,우수 본관 01,storm,0.0001044667037860005,0.0001044667037860005,0.00023306652214247954,0.00023306652214247954,0.00027564560486508725,0.08576820915829172,0.0014196279335712215,0.00027564560486508725,0.08576820915829172,0,0
PIPE_STORM_MAIN_02,pipe_free_1781761613473,pipeSegment,우수 본관 02,storm,0.0044307080352714,0.0044307080352714,0.008150546290049038,0.008150546290049038,0.008603171073367392,0.14498943442285148,0.044307987348544776,0.008603171073367392,0.14498943442285148,0,0
PIPE_STORM_MAIN_DROP_01,pipe_free_1781761648013,pipeSegment,우수 본관 하강관 01,storm,0.012440707935795282,0.012440707935795282,0.01863552259432988,0.01863552259432988,0.01926889386792641,0.044707488107669634,0.0027772956444911466,0.01926889386792641,0.044707488107669634,0,0
PIPE_STORM_TRUNK_01,pipe_free_1781761655573,pipeSegment,우수 간선관거 01,storm,4.269534790466439e-05,4.269534790466439e-05,8.874869311189569e-05,8.874869311189569e-05,0.00010127920350439098,0.0339201138496137,0.0001335817337142609,0.00010127920350439098,0.0339201138496137,0,0
PIPE_STORM_TRUNK_02,pipe_free_1781762167610,pipeSegment,우수 간선관거 02,storm,2.2742479964336406e-05,2.2742479964336406e-05,4.49034636002614e-05,4.49034636002614e-05,5.173555998769505e-05,0.017827554378621973,6.823637586698463e-05,5.173555998769505e-05,0.017827554378621973,0,0
PIPE_TREATED_OUTFALL_PIPE_01,pipe_free_1781762695368,pipeSegment,처리수 방류관 01,treated,0.0,0.0,0.0,0.0,0.0,5.080000000000001e-05,0.0,0.0,5.080000000000001e-05,0,0
REL_001_CONDUIT,link_1781708325059,relation,관계 001: 아파트 01 → 오수 커넥터 01,sewer,0.004919301299041312,0.004919301299041312,0.0049999999977185326,0.0049999999977185326,0.006400452210983444,0.02648045729832092,0.005191435568405731,0.004999999999770326,0.024315674985474232,0,0
REL_006_CONDUIT,link_1781748792222,relation,관계 006: 오수 커넥터 09 → 오수 맨홀 01,sewer,0.00016666836265294074,0.00016666836265294074,0.00047196817996854687,0.00047196817996854687,0.0006204614290488049,0.03434317415580233,2.6055321373253452e-05,0.0006204614290488049,0.03434317415580233,0,0
REL_009_CONDUIT,link_1781752693866,relation,관계 009: 오수 맨홀 01 → 오수 커넥터 10,sewer,0.0026997883167499724,0.0026997883167499724,0.0030801389969218143,0.0030801389969218143,0.0032358538705581745,0.0657747581415547,0.0026246156246509805,0.0032358538705581745,0.0657747581415547,0,0
REL_015_CONDUIT,link_1781754212047,relation,관계 015: 아파트 02 → 오수 커넥터 02,sewer,0.0049189144003562064,0.0049189144003562064,0.004999999984258232,0.004999999984258232,0.006410916765529112,0.026065662444212084,0.005199923415652318,0.004999999998802912,0.025253783991313755,0,0
REL_019_CONDUIT,link_1781754486444,relation,관계 019: 오수 커넥터 12 → 물재생센터 01,sewer,2.79479968444591e-07,2.79479968444591e-07,1.157187088480665e-06,1.157187088480665e-06,1.9009917307987467e-06,0.0005005977954012954,1.5419029407919617e-06,1.9009917307987467e-06,0.0005005977954012954,0,0
REL_021_CONDUIT,link_1781754504440,relation,관계 021: 물재생센터 01 → 처리수 커넥터 01,treated,0.0,0.0,0.0,0.0,0.0,2.5400000000000004e-05,0.0,0.0,2.5400000000000004e-05,0,0
REL_022_CONDUIT,link_1781761456041,relation,관계 022: 빗물받이 01 → 우수 커넥터 01,storm,0.010858782664315104,0.010858782664315104,0.011111111111111117,0.011111111111111117,0.011936754591276801,0.0345518460657105,0.009681955323429114,0.011111111111111047,0.03254856738994812,0,0
REL_029_CONDUIT,link_1781761542111,relation,관계 029: 우수 커넥터 10 → 우수 맨홀 01,storm,-0.004537037321921487,0.004537037321921487,-0.003985036984930169,0.003985036984930169,0.009506501114729634,0.12181367301549234,0.007710765800798479,-0.004958065390902922,0.12181367301549234,587,0
REL_030_CONDUIT,link_1781761591745,relation,관계 030: 우수 맨홀 01 → 우수 커넥터 09,storm,-0.002405508990679003,0.0024584293419130173,-0.0014349468361175327,0.0014349468361175327,0.007327944996287926,0.1219523859284309,0.0059437291371018,-0.0023452943199270943,0.1219523859284309,498,0
REL_036_CONDUIT,link_1781761700672,relation,관계 036: 우수 커넥터 12 → 빗물펌프장 01,storm,-0.00010812212282049814,0.00010812212282049814,-0.0003899272464260049,0.0003899272464260049,0.0006251678795609678,0.013831096265199449,0.0005070764782226094,-0.0006251678795609678,0.013831096265199449,28,0
REL_038_CONDUIT,link_1781761766472,relation,관계 038: 주거지 01 → 오수 커넥터 03,sewer,0.0049183694448833165,0.0049183694448833165,0.004999931446783044,0.004999931446783044,0.006426799367370588,0.02663494855975495,0.0052128058654231585,0.004999999581011644,0.02626419728008176,0,0
REL_042_CONDUIT,link_copy_1781761822423_1,relation,관계 042: 주거지 02 → 오수 커넥터 04,sewer,0.004918474271701278,0.004918474271701278,0.005,0.005,0.006425008685987153,0.026527439611246165,0.005211353435701131,0.004999999999999981,0.026086188040800783,0,0
REL_046_CONDUIT,link_copy_1781761845125_1,relation,관계 046: 빗물받이 03 → 우수 커넥터 03,storm,0.010858728780171868,0.010858728780171868,0.01111111111111111,0.01111111111111111,0.011948800493989543,0.034389627940430476,0.009691725809284655,0.011111111111111103,0.03259741589318858,0,0
REL_057_CONDUIT,link_1781761954496,relation,관계 057: 합류식 커넥터 01 → 합류식 맨홀 01,combined,-0.003428343907280819,0.003428343907280819,-0.0039066545983614575,0.0039066545983614575,0.004780567321107435,0.09044757322870078,0.003877539650302599,-0.0036389756799506032,0.09044757322870078,587,0
REL_058_CONDUIT,link_1781761960975,relation,관계 058: 합류식 맨홀 01 → 합류식 커넥터 02,combined,-0.0010654967795065298,0.0016301445503013466,-0.001361808770162231,0.001361808770162231,0.002640231735738889,0.09038930546939787,0.002141503832842839,-0.0011105979331791477,0.09038930546939787,438,0
REL_061_CONDUIT,link_1781762083267,relation,관계 061: 합류식 커넥터 03 → 우수토실-월류시설 01,combined,0.003049446111797893,0.003049446111797893,0.006238551474606535,0.006238551474606535,0.006941850924969779,0.022221528672798686,0.005630566499756896,0.006941850924969779,0.022221528672798686,0,0
REL_066_CONDUIT,link_1781762200258,relation,관계 066: 빗물펌프장 01 → 우수 커넥터 13,storm,-0.0006594052332943083,0.0006594052332943083,-0.0014673490647846724,0.0014673490647846724,0.0017131355926481232,0.02536519789565182,0.0013895319824298433,-0.0017131355926481232,0.02536519789565182,312,0
REL_069_CONDUIT,link_1781762240045,relation,관계 069: 처리수 커넥터 02 → 처리수 방류구 01,treated,0.0,0.0,0.0,0.0,0.0,2.5400000000000004e-05,0.0,-0.0,2.5400000000000004e-05,0,0
REL_070_CONDUIT,link_1781762242924,relation,관계 070: 우수 커넥터 14 → 펌프 방류구 01,storm,0.0,0.0,0.0,0.0,0.0,7.505610768999323e-05,0.0,-0.0,7.505610768999323e-05,0,0
REL_071_CONDUIT,link_1781762359792,relation,관계 071: 우수토실-월류시설 01 → 합류식 커넥터 04,combined,0.0030028390019405543,0.0030028390019405543,0.0061876942404589345,0.0061876942404589345,0.006889727260012517,0.008367571783369613,4.7229655963690156e-05,0.006889727260012517,0.008367571783369613,0,0
REL_079_CONDUIT,link_1781763845675,relation,관계 079: 빗물받이 02 → 우수 커넥터 02,storm,0.010857830911187187,0.010857830911187187,0.011111111111111127,0.011111111111111127,0.011855379821170471,0.03511338546957186,0.009615951881488574,0.011111111111110931,0.03346727411151659,0,0
REL_085_CONDUIT,link_copy_1781763961700_3,relation,관계 085: 빗물받이 04 → 우수 커넥터 04,storm,0.01085527142837275,0.01085527142837275,0.01111111111111111,0.01111111111111111,0.011804072771175945,0.03568841689937722,0.009574336502532307,0.011111111111110834,0.03533123607812209,0,0
link_1781772889617_CONDUIT,link_1781772889617,relation,관계,overflow,9.844602501149782e-06,9.844602501149782e-06,2.23875128665164e-05,2.23875128665164e-05,2.5807440649552524e-05,0.0028023280511547456,2.093253115579796e-05,2.5807440649552524e-05,0.0028023280511547456,0,0
link_1781772899496_CONDUIT,link_1781772899496,relation,관계,overflow,0.0,0.0,0.0,0.0,0.0,2.5400000000000004e-05,0.0,-0.0,2.5400000000000004e-05,0,0
pipeSegment_copy_1781772027152_1,pipeSegment_copy_1781772027152_1,pipeSegment,파이프 복사,combined,0.003595254942681711,0.003595254942681711,0.006540374042971627,0.006540374042971627,0.00720708162102995,0.13073626818599385,0.0371178578876654,0.00720708162102995,0.13073626818599385,0,0
pipe_free_1781771017429,pipe_free_1781771017429,pipeSegment,파이프,sewer,0.00020266608926726936,0.00020266608926726936,0.0005541031444639681,0.0005541031444639681,0.0007125459957462287,0.0516533283183046,0.003669749060612677,0.0007125459957462287,0.0516533283183046,0,0
pipe_free_1781771452952,pipe_free_1781771452952,pipeSegment,파이프,sewer,0.0008781848569258351,0.0008781848569258351,0.0017892430612600448,0.0017892430612600448,0.0020174893895312344,0.0861611770075283,0.01039045877210303,0.0020174893895312344,0.0861611770075283,0,0
pipe_free_1781771598332,pipe_free_1781771598332,pipeSegment,파이프,storm,-0.00038662285047919254,0.0008437800622164841,-0.00260170110273418,0.00260170110273418,0.0031265798395822253,0.16003297584720033,0.016102488116884674,-0.0031265798395822253,0.16003297584720033,167,0
pipe_free_1781771701381,pipe_free_1781771701381,pipeSegment,파이프,storm,0.013551932718330736,0.013551932718330736,0.01896855415463704,0.01896855415463704,0.019528414095177055,0.042329784708697395,0.0038076279736926444,0.019528414095177055,0.042329784708697395,0,0
pipe_free_1781771856872,pipe_free_1781771856872,pipeSegment,파이프,combined,-0.0002380836027944514,0.0002380836027944514,-0.0006357432286848902,0.0006357432286848902,0.0008232483889408934,0.06612639624135,0.00423988769848158,-0.0008232483889408934,0.06612639624135,109,0
pipe_free_1781771871446,pipe_free_1781771871446,pipeSegment,파이프,combined,-0.0014407420268096605,0.0014407420268096605,-0.003501499357576794,0.003501499357576794,0.004244273144779188,0.14466042855828518,0.021858823821927956,-0.004244273144779188,0.14466042855828518,400,0
pipe_free_1781771885636,pipe_free_1781771885636,pipeSegment,파이프,combined,-0.000526848172238416,0.0009534829600557471,-0.0022934110199664378,0.0022934110199664378,0.0024526255789815332,0.18282884682635622,0.012631493922123751,-0.0018681828670935418,0.18282884682635622,228,0
pipe_free_1781772019999,pipe_free_1781772019999,pipeSegment,파이프,combined,-0.0024963141080938814,0.002510875032902062,-0.0021268042875769036,0.0021268042875769036,0.004605654328132065,0.18093677114521156,0.023720006490905624,-0.0018841142257572246,0.18093677114521156,487,0
pipe_free_1781772135198,pipe_free_1781772135198,pipeSegment,파이프,storm,4.051868490063116e-05,4.051868490063116e-05,0.00011960362559945828,0.00011960362559945828,0.00016389909935691968,0.01912543517071954,0.00021617395367207854,0.00016389909935691968,0.01912543517071954,0,0
pipe_free_1781772198383,pipe_free_1781772198383,pipeSegment,파이프,sewer,3.886693255521201e-06,3.886693255521201e-06,1.3252092444348491e-05,1.3252092444348491e-05,1.8854659422251815e-05,0.005996657219560075,2.486826522196263e-05,1.8854659422251815e-05,0.005996657219560075,0,0
pipe_free_1781772269295,pipe_free_1781772269295,pipeSegment,파이프,sewer,-1.260691621225099e-07,2.585855206637319e-07,-9.48074886776953e-07,9.48074886776953e-07,2.0206899334929755e-06,0.009422504854675936,2.6651795756198206e-06,-2.0206899334929755e-06,0.009422504854675936,0,0
