time,outfall_gate_setting,inlet_gate_setting,pump_setting,pump_station_depth_m,pump_station_full_ratio,pump_station_operating_ratio,discharge_pipe_depth_m,discharge_pipe_full_ratio,discharge_node_depth_m,trunk_downstream_depth_m,trunk_drop_depth_m,pump_flow_cms,inlet_gate_flow_cms,outfall_gate_flow_cms
00:21:00,1.0,1.0,0.0,7.081258220298199e-05,2.950524258457583e-05,8.851572775372748e-05,3.0480000000000003e-05,1.6933333333333336e-05,0.0,0.000965925057277469,0.00328142942818772,0.0,8.300690706764955e-06,0.0
00:22:00,1.0,1.0,0.0,9.268080450740721e-05,3.861700187808634e-05,0.00011585100563425901,3.0480000000000003e-05,1.6933333333333336e-05,0.0,0.0011542143499934804,0.004472142368751808,0.0,9.976149448402817e-06,0.0
00:23:00,1.0,1.0,0.0,0.00011891245051792868,4.9546854382470286e-05,0.00014864056314741085,3.0480000000000003e-05,1.6933333333333336e-05,0.0,0.0013725045462424886,0.006021749211815201,0.0,1.1948797468105345e-05,0.0
00:24:00,1.0,1.0,0.0,0.00015029459325299673,6.262274718874864e-05,0.0001878682415662459,3.0480000000000003e-05,1.6933333333333336e-05,0.0,0.001625412282777338,0.007975049616523419,0.0,1.4281259491419228e-05,0.0
00:25:00,1.0,1.0,0.0,0.00018778100982367774,7.824208742653239e-05,0.00023472626227959717,3.0480000000000003e-05,1.6933333333333336e-05,0.0,0.0019190681994283906,0.010388806769430315,0.0,1.7053622008443623e-05,0.0
00:26:00,1.0,1.0,0.0,0.00023254115424466298,9.689214760194291e-05,0.0002906764428058287,3.0480000000000003e-05,1.6933333333333336e-05,0.0,0.0022593081619230798,0.013159067523009242,0.0,2.036121838438637e-05,0.0
00:27:00,1.0,1.0,0.0,0.00028596728994614704,0.00011915303747756127,0.0003574591124326838,3.0480000000000003e-05,1.6933333333333336e-05,0.0,0.0026498621008664053,0.01613702293467887,0.0,2.4292635368951388e-05,0.0
00:28:00,1.0,1.0,0.0,0.0003496537717302911,0.00014568907155428797,0.0004370672146628639,3.0480000000000003e-05,1.6933333333333336e-05,0.0,0.003092719324000335,0.0192153448935605,0.0,2.892855293120711e-05,0.0
00:29:00,1.0,1.0,0.0,0.00042539370679286315,0.00017724737783035964,0.000531742133491079,3.0480000000000003e-05,1.6933333333333336e-05,0.0,0.0035901990766792134,0.02243170905509609,0.0,3.4359325656169004e-05,0.0
00:30:00,1.0,1.0,0.0,0.0005152400855382001,0.00021468336897425007,0.0006440501069227501,3.0480000000000003e-05,1.6933333333333336e-05,0.0,0.004146903612283282,0.025859224392801552,0.0,4.0714797765272825e-05,0.0
00:31:00,1.0,1.0,0.0,0.0006216183836067498,0.00025900765983614575,0.0007770229795084372,3.0480000000000003e-05,1.6933333333333336e-05,0.0,0.0047697441762298955,0.02954782512586665,0.0,4.817698891899755e-05,0.0
00:32:00,1.0,1.0,0.0,0.0007474551365275554,0.00031143964021981477,0.0009343189206594441,3.0480000000000003e-05,1.6933333333333336e-05,0.0,0.005466623317674721,0.033414253629796775,0.0,5.6979095780760816e-05,0.0
